Code ICD-11,Nom de la maladie
XM92P8,Sobrerol
XM06E7,Sodium dibunate
XM2BM5,Sputum viscosity-lowering drug
XM7BF1,Stepronin
XM1PU5,Sulfogaiacol
XM6JE5,Superinone
XM1CP3,Tenoglicin
XM0ES0,Terpin hydrate (cis)
XM1F74,Tyloxapol
XM8MA0,Salbutamol
XM6NE3,Terbutaline
XM4VY6,Antiemetic drug
XM36N7,Antinausea drug
XM5LP6,Antivertigo drug
XM4H25,Cerium oxalate
XM34R7,Cerous oxalate
XM7046,Magnesium thiosulfate
XM6AH6,Alizapride
XM3UG8,Antiallergic
XM3GF5,Domperidone
XM8123,Granisetron
XM3XX3,Metoclopramide
XM1XJ9,Nytol
XM7423,Ondansetron
XM7D22,Percogesic
XM2170,Pipamazine
XM0404,Pipoxizine
XM7180,Piprinhydrinate
XM9FU8,Pyrathiazine
XM3FN3,Rotoxamine
XM5463,Setastine
XM8GY2,Sleep-eze
XM5Y33,Tranilast
XM8SN3,Trimethobenzamide
XM56Q1,Trimeton
XM0M37,Acetomenaphthone
XM5LG4,Anticoagulant Antagonist
XM0D26,Antihemophilic globulin concentrate
XM2KH0,Antihemophilic plasma
XM0RA5,Antiheparin drug
XM4Z99,Coagulant
XM3RB9,Cotarnine
XM8MM4,Cytozyme
XM1VC9,Ethamsylate
XM6LE1,Factor IX complex
XM3RF2,Gelatin absorbable (sponge)
XM5WF6,Gelfoam
XM35E4,Heparin action reverser
XM9CA7,Hexadimethrine (bromide)
XM3AJ3,Menadiol
XM2JG9,Menadiol sodium sulfate
XM1KN2,Menadione
XM7MA9,Menadione sodium bisulfite
XM8912,Menaquinone
XM55W0,Menatetrenone
XM5RV2,Phytonadione
XM4U16,Protamine sulfate
XM0SY7,Prothrombin activator
XM8RT8,Russel's viper venin
XM6QQ2,Snake venom or bite hemocoagulase
XM3GR1,Thrombin
XM0HF1,Thromboplastin
XM6DJ4,Vitamin K
XM3W89,Vitamin K1
XM1YD0,Vitamin K2
XM7GE5,Aminopterin sodium
XM3264,Antibiotic anticancer
XM3SK5,Antibiotic antineoplastic
XM8T13,Antimetabolite
XM9D05,Antineoplastic antibiotics
XM92X1,Azacitidine
XM4TR6,Azaribine
XM3HR8,Broxuridine
XM6CQ5,Carmofur
XM3A97,Chloropurine
XM3ZN1,Cytarabine
XM1BL2,Doxifluridine
XM5ZK1,Enocitabine
XM8NR1,Floxuridine
XM55V5,Fluorouracil
XM2SL0,Folic acid antagonist
XM1SK9,Mercaptopurine
XM7KT0,Methotrexate
XM0KZ3,Mopidamol
XM71S1,Purine analogue (antineoplastic)
XM2FK2,Pyrimidine antagonist
XM10L4,Tegafur
XM3S27,Thioguanine
XM3FP5,Tioguanine
XM6BF7,Trimetrexate
XM6F82,Actinomycin C
XM7SZ2,Actinomycin D
XM1Y07,Vinorelbine tartrate
XM1VB7,Aclarubicin
XM99R8,Azathioprine
XM0031,Daunorubicin
XM7JU8,Doxorubicin
XM6LT8,Epirubicin
XM9VL7,Etoposide
XM3PF9,Idarubicin
XM4AY9,Pirarubicin
XM4565,Teniposide
XM6B78,Thalidomide
XM0BG8,Vinblastine
XM3VH9,Vincamine
XM82R6,Vincristine
XM59U2,Vindesine
XM9R95,Zorubicin
XM9J84,Dipyridamole
XM51R2,Epoprostenol
XM5G01,Indobufen
XM5A15,Ticlopidine
XM5PR9,Triflusal
XM28J8,Cyclosporin
XM1079,Immunosuppressive drug
XM9RY3,Muromonab-CD3
XM9T72,Pentostatin
XM8ZX9,Calcium ferrous citrate
XM5DJ4,Ferric chloride
XM8NS1,Ferric citrate
XM60G9,Ferric hydroxide colloidal
XM9W49,Ferric hydroxide polymaltose
XM2C90,Ferric pyrophosphate
XM7EW8,Ferrous fumerate
XM2LA7,Ferrous phosphate
XM2G69,Ferrous salt with folic acid
XM8L47,Ferrous salt
XM8Z42,Iron (compounds) (medicinal)
XM6FS8,Iron ammonium
XM7PP8,Iron dextran injection
XM54R9,Iron salts
XM7CV5,Iron sorbitex
XM3EH2,Iron sorbitol citric acid complex
XM8KK0,Isomaltose
XM5SE8,Sodium iron edetate
XM6S51,Dextriferron
XM55G4,Ferritin
XM8GJ1,Ferrocholinate
XM3SU9,Ferrodextrane
XM1018,Ferropolimaler
XM77C5,Jectofer
XM1Y67,Polyferose
XM5WD4,Albumin bovine
XM1YW8,Albumin human serum salt-poor
XM7150,Albumin human serum
XM2NV9,Blood (derivatives) (natural) (plasma) (whole)
XM1GJ9,Blood dried
XM5GG5,Blood fraction
XM04N3,Blood plasma
XM9TT2,EPO
XM6BM2,Epoetin alpha
XM9130,Erythropoietin
XM79U3,Erythropoietin human
XM3TM8,Factor I (fibrinogen)
XM3ZZ2,Factor III (thromboplastin)
XM44Z6,Factor IX complex human
XM9766,Factor VIII (antihemophilic Factor) (concentrate)
XM9JK6,Fibrinogen (human)
XM6HF0,Human albumin
XM0XT3,Natural blood (product)
XM3YQ9,Normal serum albumin
XM1H99,Plasma protein fraction
XM8QV9,Red blood cells
XM8TU6,Whole blood (human)
XM8K98,Hematin
XM3ST0,Alkylating drug antimyeloproliferative
XM9DP5,Alkylating drug lymphatic
XM0JA8,Hexalen
XM9YD3,Altretamine
XM7D25,Aminoglutethimide
XM8307,Amsacrine
XM07W3,Anthramycin
XM9F82,Anticancer agents
XM3MH4,Antimitotic agent
XM6Q44,Antineoplastic without further specification
XM0V25,Antineoplastic alkaloidal
XM2RU1,Triaziquone
XM3SV7,Trichlormethine
XM5FH3,Trichlorotriethylamine
XM7TR9,Triethanomelamine
XM9T22,Triethylenemelamine
XM6NM1,Triethylenephosphoramide
XM5GV6,Triethylenethiophosphoramide
XM4J62,Trimustine
XM4EP0,Trofosfamide
XM6A19,Uracil mustard
XM4DV2,Antineoplastic combination
XM9KU3,Uramustine
XM9AV3,Urethane
XM1DU5,Zinostatin
XM4LJ7,Asparaginase
XM1Q78,Azaserine
XM0TE5,Azatepa
XM7WD3,Benzcarbimine
XM0VU1,Bleomycin
XM7WX6,Busulfan
XM3WB5,Cactinomycin
XM7RS5,Cancer chemotherapy drug regimen
XM5X83,Carbamate (insecticide)
XM96H3,Carbamate (sedative)
XM6Z30,Carboplatin
XM8A50,Carboquone
XM82H4,Carmustine
XM5TX7,Chlorambucil
XM6Z55,Chlorhexamide
XM3ZJ5,Chromic phosphate 32P
XM5VY1,Chromomycin A3
XM05M0,Cisplatin
XM1W52,Colaspase
XM6ZM0,Corynebacterium parvum
XM8C02,Cycloleucin
XM7SY9,Cyclophosphamide
XM96A1,Cytoxan
XM7L47,Dactinomycin
XM7K70,Demecolcine
XM80H4,Dibromodulcitol
XM31W0,Dibromomannitol
XM0HK3,Elliptinium acetate
XM9JX7,Estramustine
XM4KL3,Etoglucid
XM32L4,FAC (fluorouracil + doxorubicin + cyclophosphamide)
XM8CG4,Goserelin
XM9YY2,Hexamethylmelamine
XM9FT7,Hormone cancer therapy
XM7SD2,Hydroxyurea
XM7FY4,Ifosfamide
XM5UH8,Imidazole-4-carboxamide
XM2D46,Inproquone
XM5DL7,Iproplatin
XM2G49,Lomustine
XM3R45,Lonidamine
XM6A80,M-AMSA
XM8C52,M-vac
XM8XQ7,Mannomustine
XM33V8,Matulane
XM9W18,Mechlorethamine
XM2VC7,Melphalan
XM09B8,Methyl CCNU
XM1NW0,Metoprine
XM4KH9,Mithramycin
XM2Q11,Mitoguazone
XM6VK8,Mitolactol
XM21Z8,Mitomycin
XM3A89,Mitopodozide
XM10P3,Mitotane
XM26H0,Mitoxantrone
XM3L39,MOPP (mechloreth-amine + vincristine + prednisone + procarba-zine)
XM4582,Mustard (emetic)
XM0YW4,Mustard nitrogen
XM0294,Mustine
XM6MP1,Myelobromal
XM5C25,Myleran
XM1KF0,Nimustine
XM5MX5,Olivomycin
XM9TL3,Oncovin
XM7TK6,Paroxypropione
XM7040,Peplomycin
XM7NL0,Phenyl hydrazine antineoplastic
XM03S1,Phenylalanine mustard
XM0MB5,Pipobroman
XM3JL4,Plicamycin
XM7S82,Porfiromycin
XM4NR8,Prednimustine
XM1MP7,Procarbazine
XM6QJ7,Pteroyltriglutamate
XM2CG3,Razoxane
XM9TR7,Rufocromomycin
XM4ZA6,Sarcolysin
XM1TG4,Sarkomycin
XM0VS7,Semustine
XM1MU3,Sodium aminopterin
XM5GB0,Streptozocin
XM5FB8,Tauromustine
XM95D8,TEM
XM0L32,TEPA
XM8QS9,Thiotepa
XM9CR4,Treosulfan
XM3NR2,Tretamine
XM4BG8,Aminocaproic acid
XM41G3,Aminomethylbenzoic acid
XM3YU3,Ancrod
XM0UH4,Antifibrinolytic drug
XM6Y53,Aprotinin
XM7XD3,Epsilon amino-caproic acid
XM4XM2,Fibrinolysin (human)
XM3QV9,Fibrinolysis inhibitor
XM16V9,Hemostatic
XM8X82,Hemostatic drug
XM8GE2,Tranexamic acid
XM4GA2,Acrivastine
XM7S59,Astemizole
XM6Z93,Azatadine
XM11C5,Cyproheptadine
XM8ZS4,Deptropine
XM4280,Mebhydrolin
XM9BD4,Phenindamine
XM70F3,Pimethixene
XM57C9,Pyrrobutamine
XM2S36,Terfenadine
XM8RT2,Triprolidine
XM0J21,Tritoqualine
XM8VV3,Aminoethylisothiourium
XM6E25,Antagonist heavy metal
XM6D59,Anti-anemic (drug) (preparation)
XM6LT1,Antihemophilic factor
XM9KT6,Antihemophilic fraction
XM8MR2,BAL
XM1SG1,British antilewisite
XM8E95,Calcium disodium edathamil
XM3V55,Calcium disodium edetate
XM10A9,Calcium EDTA
XM7BJ9,Calcium folinate
XM5YT8,Calcium leucovorin
XM81Y8,Citrovorum (factor)
XM8323,Cobalt medicinal (trace) (chloride)
XM5DN1,Copper medicinal (trace)
XM5A41,Deferoxamine
XM3CZ0,Dextran (40) (70) (150)
XM89R9,Dimercaprol (British anti-lewisite)
XM5B24,Edathamil disodium
XM4NU0,Gelatin (intravenous)
XM6LV6,Heavy metal antidote
XM0CQ0,haematological agent specified
XM05H1,Liver extract for parenteral use
XM7113,Liver extract
XM9GC7,Liver fraction 1
XM25P4,Liver hydrolysate
XM7460,LMD
XM2PY6,Packed red cells
XM0Y25,Potassium aminobenzoate
XM85E8,Saccharated iron oxide
XM7JU3,Serum complement (inhibitor)
XM08V1,Serum hemolytic complement
XM51N0,Sodium calcium edetate
XM8B34,Sodium dehydrocholate
XM6435,Sodium dipantoyl ferrate
XM1AL2,Sodium edetate
XM5HE0,Sodium feredetate
XM7R17,Sodium glutamate
XM3US9,Sodium lactate (compound solution)
XM1AY3,Sodium phosphate cellulose
XM9XA3,Systemic drug specified
XM6ZQ2,Trace element
XM0L81,Vitamin haematopoietic
XM6KC5,Albumin normal human serum
XM0UB2,Antihemophilic human plasma
XM6RY6,Blood expander
XM8J91,Blood substitute (macromolecular)
XM8H48,Hydroxyethyl starch
XM4WR9,Plasma expander
XM69K7,Haptendextran
XM38A4,HES
XM5NG6,Hetastarch
XM6YJ2,Oxypolygelatin
XM99H6,Polygeline
XM2W98,Polyvidone
XM8UH8,Polyvinylpyrrolidone
XM7ZE8,Povidone
XM10V0,PVP
XM8S75,Fibrinolytic drug
XM9PZ9,Plasminogen activator (tissue)
XM9A41,Alteplase
XM1P81,Anistreplase
XM0JS5,Rt-PA
XM1AV3,Streptokinase
XM0N04,Thrombolysin
XM1QH1,Urokinase
XM7R82,Folic acid
XM20E6,Hematinic preparation
XM16W1,Leucovorin (factor)
XM2RU3,Cobalamine
XM9KD4,Cyanocobalamin
XM7CP9,Hydroxocobalamin
XM2AT9,Mecobalamin
XM6QR1,Acenocoumarol
XM02P8,Anisindione
XM03U0,Bishydroxycoumarin
XM54A7,Bromindione
XM4MR8,Coumadin
XM9E78,Coumarin
XM0SY0,Coumetarol
XM1608,Danilone
XM8RN0,Dicoumarol
XM2567,Diphenadione
XM0PM7,Drotrecogin alfa
XM9313,Enoxaparin (sodium)
XM5XY7,Ethyl biscoumacetate
XM1478,Ethylidene dicoumarin
XM7AL6,Ethylidene dicoumarol
XM4GN9,Fluindione
XM4S57,Heparin (sodium)
XM5YT5,Heparin-fraction
XM5LC3,Heparinoid (systemic)
XM38V8,Indandione (derivatives)
XM4Z97,Indendione (derivatives)
XM7JT6,Nicoumalone
XM5796,Panwarfin
XM79U8,Phenindione
XM4E47,Phenprocoumon
XM04M3,Prothrombin synthesis inhibitor
XM8X00,Sintrom
XM6550,Tioclomarol
XM86W0,Warfarin
XM8J87,Xigris
XM7EQ6,Zovant
XM0KX8,Alpha amylase
XM1819,Deoxyribonuclease (pancreatic)
XM3TF2,Enzyme fibrolytic
XM5GS9,Enzyme thrombolytic
XM2P48,Pancreatic dornase
XM96V4,Alglucerase
XM6Y81,Alidase
XM77L2,Brinase
XM6F64,Bromelains
XM5T17,Chymar
XM2UE2,Chymopapain
XM7NZ6,Chymotrypsin
XM8P48,Cocarboxylase
XM3HF5,Diffusin
XM48G4,Enzodase
XM0543,Hyaluronidase
XM2UT9,Hyazyme
XM9J86,Penicillinase
XM52N4,Pronase
XM94J1,Serrapeptase
XM93U7,Streptodornase
XM8183,Sutilains
XM40V6,Trypsin
XM72L5,Inhibitor angiotensin-converting enzyme
XM3YY8,Alacepril
XM0HG1,Benazepril
XM6P97,Captopril
XM1AZ4,Cilazapril
XM6X56,Enalapril
XM5609,Enalaprilat
XM4Z53,Fosinopril
XM7TF8,Lisinopril
XM58G7,Perindopril
XM3DU1,Quinapril
XM2A48,Ramipril
XM8091,Spirapril
XM9N15,Zofenopril
XM73S9,Allyl disulfide
XM7929,Aluminium
XM3N68,Antiarteriosclerotic drug
XM2EA3,Anticholesterolemic drug
XM3108,Antihyperlipidemic drug
XM4FN5,Antilipemic drug
XM4KW6,b-sitosterol (s)
XM4WS4,Benzyl nicotinate
XM35X4,Cholesterol-lowering agents
XM8FB5,Cholestyramine (resin)
XM6DX0,Clotibric acid
XM2R17,Cyamopsis tetragono-loba
XM6B07,Etofylline clofibrate
XM6DW9,Guar gum (medicinal)
XM2WA3,Ion exchange resin cholestyramine
XM0H99,Linoleic acid
XM5VN6,Linolenic acid
XM45F6,Oleic acid
XM1Q10,Polidexide (sulfate)
XM2YX6,Safflower oil
XM3C43,Sunflower seed oil
XM3PL9,Unsaturated fatty acid
XM6QT0,Acipimox
XM2GM2,b-benzalbutyramide
XM9UB7,Benfluorex
XM6BA8,Benzalbutyramide
XM3F75,Bezafibrate
XM43X4,Binifibrate
XM9HU7,Ciprofibrate
XM2LR7,Clinofibrate
XM19J9,Clofibrate
XM93U8,Clofibride
XM0KK8,Colestipol
XM0HQ4,Colestyramine
XM8K49,Detaxtran
XM8FC2,Ethylparachlorophen-oxyisobutyrate
XM0TN1,Etiroxate
XM4390,Etofibrate
XM73E0,Fenofibrate
XM01S9,Gemfibrozil
XM4E46,Halofenate
XM72M6,Lovastatin
XM0KD7,Mesoglycan
XM68L2,Pirozadil
XM7SM7,Pravastatin
XM4UK3,Probucol
XM39Z8,Ronifibrate
XM6MW5,Simfibrate
XM7AU9,Simvastatin
XM5F26,Sitosterols
XM2LX5,Soysterol
XM95B1,Triparanol
XM0NL5,Antivaricose drug
XM57B0,Dextrose concentrated solution
XM1ME2,Ethanolamine oleate
XM4R38,Monoethanolamine oleate
XM6C05,Phenol in oil injection
XM9854,Sclerosing agent
XM3846,Sodium morrhuate
XM52L8,Sodium psylliate
XM2N32,Sodium tetradecyl sulfate
XM1LV9,Varicose reduction drug
XM3FL1,Venous sclerosing drug
XM4J29,Zinc antivaricose
XM3WS8,Monoethanolamine
XM4DD8,Polidocanol
XM81W1,Sotradecol
XM1LR8,Bepridil
XM5K59,Diltiazem
XM1BZ0,Felodipine
XM5BR3,Fendiline
XM2WH6,Gallopamil
XM76Z8,Iproveratril
XM1SC0,Isradipine
XM3NU8,Lidoflazine
XM0T83,Monoxidine hydrochloride
XM3L32,Nicardipine
XM3N90,Nifedipine
XM5TX8,Nimodipine
XM5W45,Nisoldipine
XM17Z8,Nitrendipine
XM3BC0,Oxodipine
XM1EL1,Tiapamil
XM5GX3,Verapamil
XM7YK1,Alpha acetyldigoxin
XM91S1,Cardiotonic (glycoside)
XM5NG4,Ch'an su
XM11U7,Convallaria glycosides
XM4Q19,Crataegus extract
XM7RY5,Digitalin (e)
XM2EL5,Digitalis (leaf)(glycoside)
XM2SP4,Digitalis lanata
XM3Y64,Digitalis purpurea
XM0N63,Ouabain (e)
XM0QK0,Acetyldigitoxin
XM1640,Acetyldigoxin
XM0SY1,b-acetyldigoxin
XM1W74,Cerberin
XM30Z9,Cymarin
XM8XH2,Deslanoside
XM13W9,Digitoxin
XM0V98,Digitoxose
XM8VJ6,Digoxin
XM4PH2,Digoxine
XM0DG3,Gitalin
XM8K74,Gitaloxin
XM7KP5,Lanatosides
XM2X57,Meproscillarin
XM37V6,Metildigoxin
XM6AA6,Oleandrin
XM02F5,Pengitoxin
XM3WU3,Peruvoside
XM1EG1,Proscillaridin
XM77L9,Squill
XM5W67,Strofantina
XM2AW9,Strophantin
XM9YU9,Strophantin-g
XM8SP5,Eritrityl tetranitrate
XM6WU5,Erythrityl tetranitrate
XM0S22,Glyceryl nitrate
XM8LK8,Glyceryl trinitrate
XM3077,Isosorbide dinitrate
XM2856,Nitrate
XM9CT9,Nitroglycerin
XM55H8,Trolnitrate (phosphate)
XM0DY4,Propatylnitrate
XM20Z9,Adrenochrome semicarbazone (mono)
XM7NH6,Adrenochrome derivative
XM8ZY5,Aurantiin
XM6YS0,Benzopyrone
XM41G5,Bioflavonoid (s)
XM3LU4,Calcium dobesilate
XM53V8,Chlorisondamine chloride
XM6UE1,Diosmin
XM1H36,Escin
XM8AB2,Ethoxazorutoside
XM6BM1,Flavodic acid
XM0WZ5,Hesperidin
XM63M1,Leucocianidol
XM4U20,Metescufylline
XM1PT0,Naftazone
XM6102,Phenopyrazone
XM6EY7,Pholedrine
XM5734,Rutinum
XM6N03,Tribenoside
XM71U2,Troxerutin
XM62Q1,Adenosine (phosphate)
XM5CS7,Ajmaline
XM3ZJ7,Amiodarone
XM0KK7,Antidysrhythmic
XM37J0,Aprindine
XM3ZG2,Bretylium tosilate
XM56N7,Bunaftine
XM9ZL3,Cardiac depressants
XM2W76,Cardiac rhythm regulator specified
XM88L7,Cardiac rhythm regulator
XM33N9,Chinidin (e)
XM1SV2,Cibenzoline
XM8B35,Disopyramide
XM6TZ8,Encainide
XM1E38,Flecainide
XM0D87,Hydroquinidine
XM18V8,Lorajmine
XM04P2,Lorcainide
XM3XK1,Mexiletine
XM0Y13,Pilsicainide (hydrochloride)
XM64X0,Prajmalium bitartrate
XM4MK3,Procainamide
XM9R82,Propafenone
XM1NG6,Quinaglute
XM8AL5,Quinidine
XM1V81,Tocainide
XM3WP0,Antagonist serotonin
XM2PT6,Antihypertensive drug
XM4FW8,Benzapril hydrochloride
XM9W04,Cryptenamine (tannates)
XM1TT7,DHE 45
XM4EP4,Hypotensive drug
XM1GS9,Protoveratrine (s) (A) (B)
XM67X4,Rauwolfia (alkaloids)
XM4XR7,Reserpin (e)
XM7DX9,Sodium nitroferricyanide
XM2W66,Sodium nitroprusside
XM8BQ9,Veratrum alkaloids
XM00Y2,Aldomet
XM4NN7,Alkavervir
XM28Y3,Alseroxylon
XM6T97,Amiquinsin
XM0CY8,Apresoline
XM8LD0,Bethanidine
XM5E71,Budralazine
XM33U1,Cadralazine
XM6GV8,Clonidine
XM4L51,Debrisoquine
XM7424,Deserpidine
XM8YG1,Diazoxide
XM2FP9,Dihydralazine
XM24X9,Dihydrazine
XM5NB4,Dihydroergotamine
XM1KN9,Endralazine
XM5P25,Ergotamine
XM7NV2,Guanabenz
XM5ET8,Guanacline
XM5JL6,Guanadrel
XM3QD6,Guanethidine
XM5KP4,Guanfacine
XM4189,Guanochlor
XM7TE8,Guanoctine
XM4L63,Guanoxabenz
XM3952,Guanoxan
XM1LN2,Harmonyl
XM8D89,Hydralazine
XM49L3,Indapamide
XM2QH8,Lacidipine
XM0ND0,Methoserpidine
XM9G49,Methyldopa
XM7W35,Methyldopate
XM4G36,Methysergide
XM1F18,Metirosine
XM7HA8,Moderil
XM7NC0,Nitroprusside
XM1U35,Pargyline
XM9PA9,Pinacidil
XM01D4,Raudixin
XM1SB2,Rautensin
XM74W2,Rautina
XM5FH0,Rautotal
XM5PW7,Rauwoldin
XM9SB3,Rescinnamine
XM00F2,Saralasin
XM6E07,Serpasil
XM8AK5,Syrosingopine
XM3HS0,Teprotide
XM5T36,Todralazine
XM9SU8,Tolonidine
XM30L7,Urapidil
XM48R9,Veratrine
XM6801,Amikhelline
XM3WC4,Amyl nitrite
XM5QW3,Bendazol
XM3K91,Benziodarone
XM38C7,Chromonar
XM38U6,Coronary vasodilator
XM0SG8,Cromonar
XM0MW9,Diisopropylamine
XM1E15,Dilazep
XM8Q26,Dimoxyline
XM5M47,Efloxate
XM3ZB0,Etafenone
XM3E93,Fenalcomine
XM6QE9,Fluorosol
XM8Y13,Heptaminol
XM4A49,Hexadiline
XM5MP5,Hexobendine
XM4GT8,Ipriflavone
XM5B68,Isoamyl nitrite
XM5BS6,Itramin tosilate
XM9PV4,Khellin
XM39T6,Khelloside
XM30P9,Mannitol hexanitrate
XM5720,Molsidomine
XM7HW6,Nicorandil
XM5YX5,Nitrite
XM4J35,Nitrous ether spirit
XM1VC4,Octyl nitrite
XM0A82,Organonitrate
XM5YA6,Oxyfedrine
XM2N57,Pentaerythritol
XM0TB9,Pentaerythritol tetranitrate
XM7KD0,Pentaerythrityl tetranitrate
XM3VX9,Pentrinat
XM7F31,Perhexiline (maleate)
XM7FE6,Piridoxilate
XM4K89,Prenylamine
XM4184,Sorbide nitrate
XM2BJ0,Sweet niter spirit
XM5KH9,Tenitramine
XM4DW3,Terodiline
XM24R2,Trapidil
XM5770,Triethanolamine trinitrate (biphosphate)
XM8YZ8,Trinitrine
XM68C7,Visnadine
XM7DC4,Aluminium
XM0HU4,Bamethan (sulfate)
XM0TP6,Dihydroergocristine (mesilate)
XM8K69,Dihydroergotoxine mesilate
XM0U65,Ergoloid mesylates
XM5QD1,Inositol nicotinate
XM3J93,Naftidrofuryl (oxalate)
XM0274,Nicotinyl alcohol
XM67M9,Prostaglandin E1
XM07V4,Tetranicotinoyl fructose
XM4074,Thurfyl nicotinate
XM2W90,Vitamin B nicotinic acid
XM0122,Xanthinol nicotinate
XM91G7,Xantinol nicotinate
XM1CF2,Alprostadil
XM1269,Azapetine
XM3GB4,Bencyclane
XM14C0,Betahistine
XM3FH5,Brovincamine
XM3B71,Buflomedil
XM4ND4,Buphenine
XM6XW8,Butalamine
XM1UQ0,Cetiedil
XM48Y3,Ciclonicate
XM7LH3,Cinepazide
XM16K3,Cyclandelate
XM9Q04,Dihydroergocornine
XM7K86,Dihydroergokryptine
XM3WW1,Dihydroergotoxine
XM9CH9,Etofylline
XM52G4,Flunarizine
XM8317,Hepronicate
XM2LT4,Hydromethylpyridine
XM86J1,Ifenprodil
XM00R9,Iloprost
XM5RH0,Isoxsuprine
XM8MZ0,Kallidinogenase
XM5TC7,Kallikrein
XM6F75,Lipo-alprostadil
XM46T4,Minoxidil
XM8YE5,Moxisylyte
XM3PK2,Niacin
XM2GA2,Nicametate
XM5TD8,Nicergoline
XM5TA2,Nicofuranose
XM6B85,Nylidrin
XM5RL7,Pentifylline
XM8BD1,Pentoxifylline
XM12T2,Phenoxybenzamine
XM5NP2,Phentolamine
XM1B47,Raubasine
XM65A3,Sildenafil
XM9761,Suloctidil
XM6G82,Tadalafil
XM79S2,Thymoxamine
XM3BY1,Tolazoline
XM3PB7,Trimetazidine
XM9AZ1,Vardenafil
XM1UM9,Vasodilan
XM3LG1,Vinburnine
XM8029,Vinpocetine
XM51E4,Viquidil
XM6Q06,Aluminium
XM62S7,Amylopectin
XM8A95,Antidiarrhoeal drug absorbent
XM6V74,Attapulgite
XM4SG9,Bacillus subtilis
XM98L3,Bismuth salts subcarbonate
XM5U61,Bismuth salts
XM3962,Carbo medicinalis
XM0S42,Charcoal
XM46T5,Charcoal activated
XM2269,Charcoal medicinal (activated)
XM8D61,Charcoal medicinal antidiarrhoeal
XM8ET0,Difenoxin
XM9Y28,Diphenoxylate
XM15K3,Fetoxilate
XM3ZU0,Intestinal motility control drug
XM7CN8,Kaolin
XM2GB1,Kaolin light
XM1N12,Lactobacillus acidophilus compound
XM0EB5,Lactobacillus acidophilus
XM0QG1,Lactobacillus bifidus
XM1TF2,Lactobacillus bulgaricus
XM4KH7,Lactobacillus sporogenes
XM48X2,Lignin hemicellulose
XM8683,Lomotil
XM86N4,Loperamide
XM2UP7,Miyari bacteria
XM2HR7,Pectin
XM4X08,Saccharomyces boulardii
XM3KJ5,Ammonium sulfonate resin
XM4KK2,Bacillus lactobacillus
XM8NM7,Charcoal medicinal poison control
XM4GA5,Charcoal medicinal specified use other than for diarrhoea
XM7ER1,Dimethyl polysiloxane
XM30A7,Gastrointestinal drug biological
XM0KJ8,Gastrointestinal drug specified
XM9Q94,Hepatic secretion stimulant
XM7EV4,Intestinal motility control drug biological
XM9S11,Ion exchange resin anion
XM1AX0,Ion exchange resin intestinal
XM0UP4,Liquorice extract
XM73P5,Pancreatic digestive secretion stimulant
XM2K96,Sodium alginate
XM7M46,Sodium amylosulfate
XM7AL9,Sulfated amylopectin
XM4H50,Algin
XM2Q19,Bromopride
XM4663,Carrageenan
XM3346,Cisapride
XM4GL7,Clebopride
XM7L13,Glucurolactone
XM8UW6,Mesalazine
XM0TN5,Olsalazine
XM0EK0,Polysilane
XM6347,Alexitol sodium
XM8YP0,Aluminium
XM3Q55,Aluminium
XM7DC3,Aluminium
XM1BU3,Aluminium
XM9DS4,Aluminium
XM35X7,Aluminium
XM2VU8,Aluminium
XM8FL6,Aluminium
XM0BM4,Aluminium
XM5XT4,Anti-gastric-secretion drug
XM1F19,Bismuth salts aluminate
XM9003,Calcium carbonate
XM1WQ5,Chalk
XM1622,Dihydroxyaluminum aminoacetate
XM9PG0,Dihydroxyaluminum sodium carbonate
XM6YR9,Magnesia magma
XM7V20,Magnesium carbonate
XM39M3,Magnesium hydroxide
XM7G33,Magnesium oxide
XM8L43,Magnesium trisilicate
XM7SH2,Milk of magnesia
XM7W08,Potassium glucaldrate
XM0QL9,Soda bicarb
XM4XZ4,Sodium bicarbonate
XM43U8,Sodium glucaldrate
XM7M59,Sodium polyhydroxyaluminium monocarbonate
XM38H3,Triple carbonate
XM5QM5,Vitamin ulceroprotectant
XM9N47,Algeldrate
XM8J56,Almagate
XM9Y49,Almasilate
XM4NY5,Aloglutamol
XM37S3,Antacid
XM9KD3,Benexate
XM5R07,Burimamide
XM2H82,Carbenoxolone
XM7Y04,Cetraxate
XM9BS9,Dimethicone
XM4GD1,Enprostil
XM3EB6,Hydrotalcite
XM5R16,Magaldrate
XM1EN3,Methylpolysiloxane
XM9414,Metiamide
XM28N9,Misoprostol
XM8X45,Omeprazole
XM01K0,Ornoprostil
XM7K87,Pepstatin
XM6690,Pirenzepine
XM6WX3,Proglumide
XM7Z18,Rolaids
XM87Z0,Rosaprostol
XM64X9,Simaldrate
XM38C5,Simethicone
XM0044,Sucralfate
XM2689,Sulglicotide
XM8K92,Agar
XM5FL6,Arachis oil cathartic
XM5993,Atonia drug
XM9281,Bran (wheat)
XM21B3,Bulk filler cathartic
XM0ML8,Calcium dioctyl sulfosuccinate
XM0HS3,Carboxymethyl-cellulose
XM3EV1,Carmellose
XM6GE9,Cathartic
XM99E9,Cathartic bulk
XM4DA2,Cathartic emollient
XM2Y48,Cathartic mucilage
XM3000,Cellulose cathartic
XM22V5,Cellulose hydroxyethyl
XM6ZN5,Dioctyl sulfosuccinate (calcium) (sodium)
XM59Z2,Docusate sodium
XM2UB3,Ethylhydroxycellulose
XM6CL0,Fecal softener
